date,amount,moving_avg,daily_change,weekly_change
2025-03-26,21.41642503942,,0.0,
2025-03-27,8.273083011659999,14.84475402554,-61.370382795297516,
2025-03-28,7737.090101763309,3872.681592387484,93421.243421089,
2025-03-29,984.9248973049027,4361.007499534106,-87.27008624236603,
2025-03-30,1.05553679958,492.99021705224135,-99.89283073232606,
2025-03-31,1846.4466344110533,923.7510856053166,174829.6315529461,
2025-04-01,0.8973,923.6719672055266,-99.95140395702332,
2025-04-02,0.018,0.4576499999998863,-97.99398194583752,-99.9159523591502
